Latitude,Longitude
52.32620261144529,21.656132320508597
51.84936122924082,21.24097244509501
52.77034903716512,16.62426363280502
52.47588758091351,16.607326469120462
52.004542155914365,19.559940550344
52.89003151133476,20.182933448092918
51.75316688189882,21.23229911337936
52.163363059824434,18.662705246283437
52.7284817869313,15.108107602207799
52.60623389458973,20.74552585499721
54.311274877130515,19.69789485580552
52.73872984888747,15.865318284371986
49.98987097862417,21.044485909317793
50.65304427146947,16.995067334131534
50.9438168067133,18.03680892984039
51.17737432195264,21.608693491925166
50.49844157524153,20.86343213480795
51.54140541202572,15.55804336919739
51.70885878220747,19.184171830785367
53.47881757537504,22.648364771698247
53.302076190241664,15.20918749161987
51.64943618709179,15.451290236831245
52.3343276973138,17.22334377705585
53.30617120246994,22.187477913425333
51.352938424966624,17.283164249909937
52.305434330769764,16.332540969370715
52.98033150956465,22.078893444815744
53.287011302616264,17.182507963648757
51.6777061384819,21.764679864751457
51.0642578965814,18.965677726486966
52.77503208633261,14.72789413698542
49.49022678729244,22.326476093774815
52.10933050068895,19.259075311139362
52.11325931563596,18.398327744518188
51.04767578969384,18.74324504522478
52.12693490297264,18.37628325153742
50.48173452628167,22.11521066345422
53.081078704699486,17.540423851354678
53.651932742162224,20.055557659149855
49.65431802549033,20.9151821147138
50.44317702585382,22.504506959210467
52.87881122343706,22.61408094490737
50.553142146854896,19.730549402781172
52.34674036607411,15.626357938429162
51.10623911888488,21.04039091742151
53.724890816377,15.369871694274186
53.0834348578108,19.196857588291113
52.74202570963099,17.552879345008762
53.02079006055141,17.702746050674655
54.2991493183498,18.83260587380134
51.66723465557433,15.685612497532535
50.18930183869334,18.959870889284417
51.060806283552964,19.98941007606058
53.074269900446616,15.70911575193385
52.0442199789387,15.979479326425317
53.334797444992454,17.78300994458199
53.675610589121504,18.652683927129523
51.14014043824294,22.63349792432087
51.94319779542601,15.896661767869876
50.407458281348006,17.746820932860636
52.06393010215718,22.81575737580843
52.75903423851631,21.340004838651794
53.49805246974081,18.63492776501928
52.19850314444586,16.125214116013904
51.82034845440432,20.745742014794757
51.20429376427257,19.826678377550977
51.87360814693366,20.971644028594643
51.3960763380346,16.953315852463437
51.465797223475136,16.89345845514977
